TitleID,Listed subjects
61493,Indians of South America ; 19th century ; History ; Lithographs ; Sources ; Bolivia ; South America ; Peru ; Brazil ; Description and travel ; France ; Scientific Expeditions ; Natural history ; Antiquities
61646,"South America ; Paleontology ; Mammals, Fossil"
61789,Indians of South America ; Mexico ; Antiquities ; Description and travel ; Andes ; Peru ; Indians of Mexico
61959,Imprint 1648 ; Indians of South America ; Natural history ; Brazil ; Pre-Linnean works ; Indian linguistics ; Mapuche language ; Tupi language
62527,"Chiloé (Chile) ; Patagonia (Argentina and Chile) ; Indians of South America ; Catalogs, Booksellers' ; Great Britain ; Imprint 1809 ; Indian linguistics ; Natural history ; Chile ; Mapuche Indians ; History ; Mapuche language ; 1809 ; To 1810"
62576,Crustacea ; Central America
62722,Patagonia (Argentina and Chile) ; Mapuche language ; Chile ; Mapuche Indians ; Indian linguistics ; Natural history ; Description and travel ; Indians of South America
62990,Peru ; Indians of South America ; America ; Early accounts to 1600 ; Indians of Mexico ; Natural history ; Latin America
63439,"Imprint 1715 ; Medicinal plants ; Botany ; Manuscripts ; Paraguay ; Jesuits ; Manuscripts, Spanish ; Natural history ; Glossaries, vocabularies, etc ; Guarani language ; South America ; Indian linguistics ; Tupi language ; Spanish"
63655,"Northwest Coast of North America ; Antarctica ; Hawaii ; Pacific Coast (North America) ; Description and travel ; Oceania ; South America ; Travel ; (1838-1842) ; 1816-1872 ; Colvocoresses, George M ; Scientific Expeditions ; Discovery and exploration ; V"
63733,Bibliography ; Latin America ; Forests and forestry
63739,Bibliography ; Latin America ; Plant diseases ; Tropics
63772,South America ; Zoology ; Scientific Expeditions
63909,South America ; Zoology ; West Indies
63979,Discovery and exploration ; Oregon ; Oceania ; South America ; United States Exploring Expedition ; Antarctica ; Hawaii ; Description and travel ; (1838-1842)
64638,"Heinzen, K ; Heinzen, H ; Provenance ; Natural history ; Physical geography ; Description and travel ; South America"
