TitleID,Listed subjects
27116,Amazon River ; Description and travel ; Peru ; Brazil ; Scientific Expeditions
27129,Description and travel ; Argentina ; Agriculture ; Economic conditions
27130,Argentina ; Grain trade ; Agriculture
27543,Guyana ; Zoology
28057,Chile saltpeter ; Fertilizers
28059,Chile saltpeter ; Fertilizers
28110,Geology ; Patagonia (Argentina and Chile) ; Paleontology
28264,Birds ; Venezuela ; Guyana ; South America ; Description and travel
28389,Fertilizers ; Chile saltpeter
28709,Chile saltpeter ; Sugar beet ; Fertilizers
29092,"United States ; Zoology ; Description and travel ; Antilles, Lesser ; Pernambuco (Brazil) ; Guyana ; Taxidermy"
29614,Education of children ; Description and travel ; Argentina ; Natural history
29906,Patagonia (Argentina and Chile) ; Alert (Ship) ; Natural history ; Polynesia ; Mascarene Islands ; Description and travel
29960,"Paleontology ; Bolivia ; Tarija ; Pleistocene ; Mammals, Fossil"
30074,"Zoology ; Taxidermy ; Guyana ; Antilles, Lesser ; United States ; Pernambuco (Brazil) ; Description and travel"
30076,"New York (State) ; Pernambuco (Brazil) ; Antilles, Lesser ; Description and travel ; Guyana ; Taxidermy ; Zoology"
30084,"Chile ; Description and travel ; History ; Carrera Verdugo, Josâe Miguel, ; War of Independence, 1810-1824 ; Trees ; 1785-1821"
30246,Description and travel ; Amazon River ; Ecuador ; South America ; Natural history ; Andes
30485,Antiquities ; Craniology ; Peru
30743,Agriculture ; Bolivia ; Indians of South America
30919,Agriculture ; Argentina ; United States ; Australia
31595,Guyana ; Zoology ; Natural history
31654,Natural history ; Description and travel ; Patagonia (Argentina and Chile)
32134,Agriculture ; Commerce ; Argentina
32345,Orchids ; Description and travel ; Colombia
32632,Bolivia ; Copper mines and mining ; Geology ; Paleontology ; Corocoro
32877,"Peru ; Paleontology ; Mollusks, Fossil"
32976,Natural history ; Patagonia (Argentina and Chile) ; Description and travel
33073,Peru ; Antiquities ; Craniology
33105,Indians of South America ; Paraguay ; Birds ; Natural history ; Description and travel
33136,Guyana ; Timber
33139,Brazil ; Guyana ; Zoology ; South America ; Description and travel
33438,Zoology ; Natural history ; Guyana
33687,Art ; Antiquities ; Peru
35167,"d. 1739 ; Peru ; Amazon River ; Scientific Expeditions ; Cuenca (Ecuador) ; Description and travel ; Seniergues, Jean, ; Godin des Odonais, Isabelle de Grandmaison, ; b. 1728? ; Brazil"
35580,Salmon ; Chile
36463,Natural history ; Latin America ; Early accounts to 1600 ; Indians of Mexico ; America ; Indians of South America ; Peru
36493,Argentina ; Hemiptera ; Insects
36900,"Zoology ; Ecuador ; Butterflies ; Zoology thesis Ph. D ; Behavior ; Dissertations, Academic ; UF"
36983,Botany ; Colombia
37754,"Intercropping ; Control ; Legumes ; Agronomy thesis Ph. D ; Dissertations, Academic ; UF ; Agronomy ; Bolivia ; Coffee ; Weeds"
37830,Strongylidae ; Veterinary parasitology ; Argentina ; Nematodes
37869,"Frogs ; Pipidae ; Anura, Fossil ; Patagonia (Argentina and Chile)"
37903,Natural history ; Periodicals ; Argentina
38005,Crustacea ; Argentina
38074,Description and travel ; Seniavine (Ship) ; Oceania ; Voyages around the world ; Chile ; Natural history
